Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Customer_ID,Region,Category,Sub_Category,Quantity,Discount,Sales,Profit,Year,Month,Quarter,Days_to_Ship,Profit_Margin
ORD-1524,2023-08-08,2023-08-12,Second Class,Consumer,CUST-0077,South,Office Supplies,Paper,6.0,0.5,21.45,-0.05,2023,8,3,4,-0.23
ORD-1525,2023-12-02,2023-12-08,Standard Class,Corporate,CUST-0051,South,Furniture,Chairs,4.0,0.0,,13.62,2023,12,4,6,
ORD-1526,2021-08-09,2021-08-12,Second Class,Corporate,CUST-0080,Central,Technology,Phones,6.0,0.5,119.41,-13.81,2021,8,3,3,-11.57
ORD-1527,2021-04-11,2021-04-14,First Class,Consumer,CUST-0121,Central,Office Supplies,Paper,9.0,0.4,34.84,0.46,2021,4,2,3,1.32
ORD-1528,2022-03-05,2022-03-07,Second Class,Consumer,CUST-0017,East,Technology,Phones,12.0,0.0,335.05,50.86,2022,3,1,2,15.18
ORD-1529,2022-07-15,2022-07-21,Standard Class,Corporate,CUST-0126,South,Furniture,Bookcases,6.0,0.0,198.17,27.55,2022,7,3,6,13.9
ORD-1530,2023-12-11,2023-12-14,Standard Class,Home Office,CUST-0111,Central,Technology,Accessories,2.0,0.0,67.44,17.89,2023,12,4,3,26.53
ORD-1531,2022-04-23,2022-04-27,Same Day,Home Office,CUST-0196,South,Office Supplies,Storage,14.0,0.0,39.13,6.87,2022,4,2,4,17.56
ORD-1532,2021-07-26,2021-08-02,Standard Class,Consumer,CUST-0077,Central,Office Supplies,Binders,12.0,0.0,33.69,-2.13,2021,7,3,7,-6.32
ORD-1533,2022-02-24,2022-02-28,Same Day,Consumer,CUST-0117,East,Office Supplies,Labels,4.0,0.0,21.27,11.37,2022,2,1,4,53.46
ORD-1534,2023-02-17,2023-02-19,First Class,Consumer,CUST-0149,East,Technology,Computers,9.0,0.5,475.85,-35.02,2023,2,1,2,-7.36
ORD-1535,2021-03-26,2021-04-01,First Class,Consumer,CUST-0050,West,Technology,Copiers,5.0,0.0,200.52,35.43,2021,3,1,6,17.67
ORD-1536,2021-08-09,2021-08-12,First Class,Home Office,CUST-0021,South,Technology,Computers,1.0,0.2,50.76,4.17,2021,8,3,3,8.22
ORD-1537,2022-05-01,2022-05-07,Same Day,Consumer,CUST-0097,Central,Office Supplies,Fasteners,9.0,0.0,19.21,6.48,2022,5,2,6,33.73
ORD-1538,2023-01-15,2023-01-18,Same Day,Corporate,CUST-0172,East,Office Supplies,Storage,9.0,0.0,42.34,-6.65,2023,1,1,3,-15.71
ORD-1539,2022-01-08,2022-01-13,First Class,Home Office,CUST-0002,South,Technology,Phones,1.0,0.0,40.55,10.09,2022,1,1,5,24.88
ORD-1540,2022-02-27,2022-03-01,Standard Class,Corporate,CUST-0146,Central,Furniture,Furnishings,5.0,0.0,131.18,22.87,2022,2,1,2,17.43
ORD-1541,2023-03-09,2023-03-12,First Class,Consumer,CUST-0109,South,Technology,Accessories,3.0,0.0,97.75,16.71,2023,3,1,3,17.09
ORD-1542,2022-10-03,2022-10-05,First Class,Consumer,CUST-0018,West,Office Supplies,Paper,11.0,0.4,15.34,2.65,2022,10,4,2,17.28
ORD-1543,2023-04-02,2023-04-09,First Class,Consumer,CUST-0137,West,Office Supplies,Paper,14.0,0.0,33.38,13.98,2023,4,2,7,41.88
ORD-1544,2022-07-01,2022-07-03,Same Day,Home Office,CUST-0153,South,Office Supplies,Fasteners,5.0,0.2,36.75,3.66,2022,7,3,2,9.96
ORD-1545,2023-03-27,2023-03-31,Same Day,Consumer,CUST-0106,Central,Office Supplies,Binders,13.0,0.0,24.45,-1.7,2023,3,1,4,-6.95
ORD-1546,2023-06-27,2023-07-04,Standard Class,Consumer,CUST-0196,East,Technology,Computers,2.0,0.0,72.93,20.71,2023,6,2,7,28.4
ORD-1547,2022-05-18,2022-05-25,First Class,Home Office,CUST-0126,Central,Furniture,Chairs,7.0,0.5,184.72,-14.18,2022,5,2,7,-7.68
ORD-1548,2022-05-30,2022-06-05,Same Day,Corporate,CUST-0066,East,Furniture,Bookcases,6.0,0.0,126.01,17.08,2022,5,2,6,13.55
ORD-1549,2021-11-21,2021-11-23,Same Day,Consumer,CUST-0152,South,Technology,Accessories,9.0,0.0,216.79,32.82,2021,11,4,2,15.14
ORD-1550,2022-11-19,2022-11-25,Same Day,Consumer,CUST-0046,South,Office Supplies,Storage,3.0,0.2,19.16,-7.2,2022,11,4,6,-37.58
ORD-1551,2021-12-21,2021-12-22,Second Class,Corporate,CUST-0111,East,Office Supplies,Storage,9.0,0.3,30.32,-1.71,2021,12,4,1,-5.64
ORD-1552,2022-01-31,2022-02-05,Second Class,Corporate,CUST-0097,Central,Technology,Accessories,4.0,0.0,137.72,20.18,2022,1,1,5,14.65
ORD-1553,2021-09-16,2021-09-21,Second Class,Corporate,CUST-0116,South,Furniture,Tables,10.0,0.0,354.12,64.7,2021,9,3,5,18.27
ORD-1554,2023-04-19,2023-04-24,Same Day,Consumer,CUST-0199,Central,Furniture,Furnishings,2.0,0.0,51.0,9.95,2023,4,2,5,19.51
ORD-1555,2023-01-20,2023-01-26,Same Day,Consumer,CUST-0113,Central,Technology,Phones,6.0,0.0,232.58,45.27,2023,1,1,6,19.46
ORD-1556,2021-05-13,2021-05-20,First Class,Corporate,CUST-0064,West,Office Supplies,Labels,2.0,0.0,14.39,3.71,2021,5,2,7,25.78
ORD-1557,2021-03-23,2021-03-30,Second Class,Corporate,CUST-0094,Central,Furniture,Tables,1.0,0.0,36.91,2.18,2021,3,1,7,5.91
ORD-1558,2021-06-30,2021-07-07,Standard Class,Corporate,CUST-0155,West,Office Supplies,Storage,13.0,0.0,61.03,17.51,2021,6,2,7,28.69
ORD-1559,2022-07-04,2022-07-09,Same Day,Home Office,CUST-0093,East,Technology,Accessories,7.0,0.0,258.87,31.37,2022,7,3,5,12.12
ORD-1560,2023-06-13,2023-06-16,Second Class,Consumer,CUST-0155,Central,Office Supplies,Binders,8.0,0.0,37.08,5.85,2023,6,2,3,15.78
ORD-1561,2021-03-07,2021-03-10,First Class,Consumer,CUST-0035,Central,Technology,Accessories,4.0,0.0,153.39,32.97,2021,3,1,3,21.49
ORD-1562,2022-08-19,2022-08-22,Second Class,Corporate,CUST-0188,West,Office Supplies,Paper,3.0,0.3,23.33,2.42,2022,8,3,3,10.37
ORD-1563,2022-05-17,2022-05-22,Standard Class,Consumer,CUST-0189,East,Office Supplies,Binders,1.0,0.5,13.77,-2.21,2022,5,2,5,-16.05
ORD-1564,2023-11-16,2023-11-21,First Class,Consumer,CUST-0180,East,Office Supplies,Binders,14.0,0.0,40.07,8.7,2023,11,4,5,21.71
ORD-1565,2023-01-17,2023-01-22,First Class,Home Office,CUST-0102,South,Office Supplies,Labels,2.0,0.0,18.39,5.96,2023,1,1,5,32.41
ORD-1566,2022-09-21,2022-09-28,Second Class,Consumer,CUST-0046,South,Office Supplies,Storage,6.0,0.0,,,2022,9,3,7,
ORD-1567,2022-05-17,2022-05-21,Standard Class,Corporate,CUST-0093,West,Furniture,Chairs,4.0,0.4,94.13,-8.12,2022,5,2,4,-8.63
ORD-1568,2021-01-14,2021-01-19,Standard Class,Corporate,CUST-0090,South,Technology,Copiers,1.0,0.5,18.63,0.4,2021,1,1,5,2.15
ORD-1569,2023-04-20,2023-04-27,First Class,Home Office,CUST-0058,Central,Furniture,Chairs,13.0,0.0,197.54,,2023,4,2,7,
ORD-1570,2023-04-22,2023-04-24,Second Class,Home Office,CUST-0070,West,Technology,Phones,4.0,0.0,67.95,6.32,2023,4,2,2,9.3
ORD-1571,2023-10-23,2023-10-27,Standard Class,Corporate,CUST-0193,East,Office Supplies,Binders,6.0,0.0,32.59,8.12,2023,10,4,4,24.92
ORD-1572,2021-04-15,2021-04-22,Same Day,Consumer,CUST-0045,West,Technology,Phones,3.0,0.0,69.57,15.29,2021,4,2,7,21.98
ORD-1573,2022-06-24,2022-06-28,Same Day,Consumer,CUST-0015,South,Office Supplies,Paper,8.0,0.0,37.8,2.02,2022,6,2,4,5.34
ORD-1574,2021-04-25,2021-04-29,Standard Class,Corporate,CUST-0026,West,Office Supplies,Storage,11.0,0.0,40.91,13.63,2021,4,2,4,33.32
ORD-1575,2022-03-31,2022-04-04,Standard Class,Consumer,CUST-0188,Central,Technology,Copiers,4.0,0.1,161.57,20.66,2022,3,1,4,12.79
ORD-1576,2022-03-15,2022-03-16,Same Day,Consumer,CUST-0107,East,Technology,Copiers,10.0,0.0,192.3,34.78,2022,3,1,1,18.09
ORD-1577,2021-03-09,2021-03-13,Second Class,Corporate,CUST-0066,West,Office Supplies,Labels,4.0,0.1,19.66,7.93,2021,3,1,4,40.34
ORD-1578,2023-04-02,2023-04-04,First Class,Consumer,CUST-0049,Central,Office Supplies,Art,5.0,0.0,27.54,-8.91,2023,4,2,2,-32.35
ORD-1579,2023-12-19,2023-12-20,Second Class,Corporate,CUST-0041,South,Technology,Copiers,3.0,0.3,83.05,0.74,2023,12,4,1,0.89
ORD-1580,2021-05-20,2021-05-25,First Class,Consumer,CUST-0081,East,Office Supplies,Labels,7.0,0.0,23.56,5.05,2021,5,2,5,21.43
ORD-1581,2021-04-10,2021-04-12,Second Class,Corporate,CUST-0157,West,Office Supplies,Binders,9.0,0.0,,0.77,2021,4,2,2,
ORD-1582,2022-12-21,2022-12-24,Same Day,Consumer,CUST-0057,East,Office Supplies,Art,14.0,0.0,65.76,12.63,2022,12,4,3,19.21
ORD-1583,2023-12-12,2023-12-17,First Class,Corporate,CUST-0045,Central,Technology,Copiers,8.0,0.0,389.4,70.16,2023,12,4,5,18.02
ORD-1584,2021-04-24,2021-04-28,Second Class,Corporate,CUST-0130,East,Office Supplies,Paper,13.0,0.0,42.0,13.39,2021,4,2,4,31.88
ORD-1585,2023-01-13,2023-01-17,Standard Class,Consumer,CUST-0172,South,Office Supplies,Fasteners,3.0,0.0,16.96,7.21,2023,1,1,4,42.51
ORD-1586,2023-09-05,2023-09-10,Same Day,Home Office,CUST-0171,Central,Technology,Copiers,14.0,0.0,306.94,55.11,2023,9,3,5,17.95
ORD-1587,2023-06-05,2023-06-12,Standard Class,Consumer,CUST-0198,West,Furniture,Tables,3.0,0.2,84.76,7.57,2023,6,2,7,8.93
ORD-1588,2022-03-26,2022-03-29,Standard Class,Home Office,CUST-0187,West,Office Supplies,Binders,7.0,0.0,28.47,5.53,2022,3,1,3,19.42
ORD-1589,2022-06-26,2022-06-28,Same Day,Consumer,CUST-0072,Central,Furniture,Bookcases,9.0,0.0,319.57,63.74,2022,6,2,2,19.95
ORD-1590,2021-01-27,2021-02-02,Standard Class,Corporate,CUST-0033,South,Office Supplies,Storage,3.0,0.0,18.14,3.31,2021,1,1,6,18.25
ORD-1591,2023-03-02,2023-03-09,Standard Class,Consumer,CUST-0197,West,Furniture,Bookcases,10.0,0.0,210.98,32.65,2023,3,1,7,15.48
ORD-1592,2022-11-04,2022-11-07,Second Class,Corporate,CUST-0144,East,Furniture,Chairs,7.0,0.0,193.06,,2022,11,4,3,
ORD-1593,2023-01-23,2023-01-29,Same Day,Consumer,CUST-0074,East,Office Supplies,Paper,2.0,0.0,20.2,1.68,2023,1,1,6,8.32
ORD-1594,2021-05-30,2021-06-05,First Class,Consumer,CUST-0151,West,Technology,Computers,6.0,0.0,243.67,43.75,2021,5,2,6,17.95
ORD-1595,2022-12-26,2022-12-27,Second Class,Home Office,CUST-0153,East,Furniture,Furnishings,10.0,0.0,,37.79,2022,12,4,1,
ORD-1596,2023-01-12,2023-01-15,First Class,Consumer,CUST-0073,East,Office Supplies,Storage,10.0,0.0,47.83,0.45,2023,1,1,3,0.94
ORD-1597,2022-08-29,2022-09-02,Standard Class,Consumer,CUST-0173,Central,Technology,Phones,5.0,0.0,107.45,18.38,2022,8,3,4,17.11
ORD-1598,2021-05-19,2021-05-26,Same Day,Corporate,CUST-0095,Central,Furniture,Furnishings,10.0,0.0,192.57,30.94,2021,5,2,7,16.07
ORD-1599,2021-03-05,2021-03-08,Second Class,Home Office,CUST-0078,South,Technology,Accessories,2.0,0.5,63.44,0.88,2021,3,1,3,1.39
ORD-1600,2023-05-08,2023-05-10,First Class,Corporate,CUST-0106,West,Office Supplies,Paper,9.0,0.0,26.61,6.42,2023,5,2,2,24.13
ORD-1601,2023-11-07,2023-11-14,Second Class,Consumer,CUST-0158,South,Technology,Accessories,11.0,0.0,404.69,,2023,11,4,7,
ORD-1602,2023-10-06,2023-10-08,First Class,Consumer,CUST-0087,Central,Technology,Phones,8.0,0.0,272.04,48.73,2023,10,4,2,17.91
ORD-1603,2023-10-23,2023-10-30,Second Class,Consumer,CUST-0148,West,Technology,Copiers,5.0,0.0,38.02,17.41,2023,10,4,7,45.79
ORD-1604,2022-03-30,2022-03-31,First Class,Corporate,CUST-0140,West,Office Supplies,Binders,9.0,0.3,38.63,7.77,2022,3,1,1,20.11
ORD-1605,2021-09-18,2021-09-20,Standard Class,Corporate,CUST-0104,Central,Furniture,Chairs,6.0,0.4,177.37,-8.05,2021,9,3,2,-4.54
ORD-1606,2023-06-03,2023-06-07,Second Class,Corporate,CUST-0128,South,Office Supplies,Binders,13.0,0.0,58.12,8.61,2023,6,2,4,14.81
ORD-1607,2023-03-15,2023-03-16,Standard Class,Home Office,CUST-0146,Central,Furniture,Furnishings,5.0,0.3,174.06,0.39,2023,3,1,1,0.22
ORD-1608,2022-06-12,2022-06-15,Standard Class,Consumer,CUST-0033,West,Office Supplies,Binders,10.0,0.0,52.35,13.41,2022,6,2,3,25.62
ORD-1609,2021-07-05,2021-07-11,Standard Class,Consumer,CUST-0151,Central,Office Supplies,Paper,13.0,0.0,65.83,10.21,2021,7,3,6,15.51
ORD-1610,2023-07-18,2023-07-23,Standard Class,Corporate,CUST-0034,Central,Technology,Phones,6.0,0.2,81.62,8.62,2023,7,3,5,10.56
ORD-1611,2023-05-09,2023-05-11,Same Day,Consumer,CUST-0016,East,Technology,Copiers,13.0,0.0,104.86,16.95,2023,5,2,2,16.16
ORD-1612,2021-08-16,2021-08-17,Standard Class,Consumer,CUST-0092,Central,Furniture,Furnishings,9.0,0.1,73.74,9.49,2021,8,3,1,12.87
ORD-1613,2021-04-13,2021-04-14,First Class,Consumer,CUST-0026,Central,Office Supplies,Fasteners,7.0,0.1,19.33,4.01,2021,4,2,1,20.74
ORD-1614,2023-02-06,2023-02-08,Second Class,Consumer,CUST-0164,East,Office Supplies,Binders,8.0,0.0,28.22,0.79,2023,2,1,2,2.8
ORD-1615,2022-05-17,2022-05-20,Standard Class,Home Office,CUST-0026,South,Technology,Copiers,9.0,0.0,268.57,48.14,2022,5,2,3,17.92
ORD-1616,2021-03-27,2021-03-30,Same Day,Consumer,CUST-0015,South,Furniture,Bookcases,14.0,0.0,367.08,73.52,2021,3,1,3,20.03
ORD-1617,2021-03-25,2021-04-01,Second Class,Corporate,CUST-0115,West,Technology,Phones,4.0,0.0,162.91,28.62,2021,3,1,7,17.57
ORD-1618,2022-03-15,2022-03-21,First Class,Consumer,CUST-0191,East,Furniture,Furnishings,2.0,0.5,58.48,,2022,3,1,6,
ORD-1619,2023-08-10,2023-08-14,Same Day,Corporate,CUST-0116,West,Office Supplies,Storage,11.0,0.2,34.06,4.8,2023,8,3,4,14.09
ORD-1620,2023-04-26,2023-04-27,Second Class,Consumer,CUST-0006,Central,Technology,Computers,9.0,0.2,222.3,18.54,2023,4,2,1,8.34
ORD-1621,2023-02-09,2023-02-16,Second Class,Consumer,CUST-0172,South,Furniture,Bookcases,7.0,0.0,152.38,47.69,2023,2,1,7,31.3
ORD-1622,2023-04-30,2023-05-05,First Class,Consumer,CUST-0024,East,Technology,Copiers,8.0,0.4,365.79,-4.27,2023,4,2,5,-1.17
ORD-1623,2022-10-30,2022-11-03,First Class,Consumer,CUST-0116,South,Technology,Copiers,7.0,0.1,282.96,35.92,2022,10,4,4,12.69
ORD-1624,2022-04-11,2022-04-15,Same Day,Consumer,CUST-0100,Central,Office Supplies,Art,8.0,0.1,40.8,6.96,2022,4,2,4,17.06
ORD-1625,2021-03-04,2021-03-11,Same Day,Consumer,CUST-0167,East,Office Supplies,Paper,10.0,0.1,44.57,3.57,2021,3,1,7,8.01
ORD-1626,2023-01-24,2023-01-30,Second Class,Corporate,CUST-0156,Central,Furniture,Furnishings,4.0,0.0,102.0,15.4,2023,1,1,6,15.1
ORD-1627,2021-09-07,2021-09-11,First Class,Consumer,CUST-0151,Central,Technology,Copiers,3.0,0.3,148.64,10.92,2021,9,3,4,7.35
ORD-1628,2021-02-27,2021-02-28,Same Day,Corporate,CUST-0078,East,Office Supplies,Fasteners,3.0,0.2,14.9,3.01,2021,2,1,1,20.2
ORD-1629,2021-11-20,2021-11-23,Standard Class,Consumer,CUST-0138,Central,Technology,Accessories,3.0,0.2,155.24,18.03,2021,11,4,3,11.61
ORD-1630,2023-02-09,2023-02-13,First Class,Consumer,CUST-0002,Central,Furniture,Tables,6.0,0.3,136.88,8.51,2023,2,1,4,6.22
ORD-1631,2023-01-08,2023-01-12,Second Class,Corporate,CUST-0127,West,Office Supplies,Binders,7.0,0.0,35.85,12.97,2023,1,1,4,36.18
ORD-1632,2021-08-23,2021-08-27,Same Day,Corporate,CUST-0057,South,Office Supplies,Storage,1.0,0.0,11.66,1.23,2021,8,3,4,10.55
ORD-1633,2022-03-13,2022-03-19,Second Class,Corporate,CUST-0152,South,Technology,Phones,4.0,0.1,78.31,15.36,2022,3,1,6,19.61
ORD-1634,2023-03-18,2023-03-21,First Class,Corporate,CUST-0092,Central,Furniture,Tables,3.0,0.0,68.38,18.85,2023,3,1,3,27.57
ORD-1635,2021-09-30,2021-10-01,Same Day,Corporate,CUST-0113,Central,Furniture,Furnishings,14.0,0.0,192.28,39.05,2021,9,3,1,20.31
ORD-1636,2023-02-17,2023-02-23,First Class,Corporate,CUST-0046,East,Office Supplies,Labels,8.0,0.0,25.08,11.41,2023,2,1,6,45.49
ORD-1637,2023-06-26,2023-06-30,Second Class,Consumer,CUST-0056,West,Furniture,Chairs,10.0,0.0,291.27,61.34,2023,6,2,4,21.06
ORD-1638,2023-03-09,2023-03-13,First Class,Consumer,CUST-0196,East,Technology,Copiers,8.0,0.0,279.64,46.79,2023,3,1,4,16.73
ORD-1639,2021-07-11,2021-07-14,Second Class,Home Office,CUST-0062,West,Office Supplies,Fasteners,7.0,0.0,26.33,4.85,2021,7,3,3,18.42
ORD-1640,2022-03-15,2022-03-22,Same Day,Home Office,CUST-0155,West,Office Supplies,Paper,4.0,0.0,32.43,9.33,2022,3,1,7,28.77
ORD-1641,2021-12-23,2021-12-24,First Class,Consumer,CUST-0054,Central,Furniture,Furnishings,7.0,0.4,236.17,-2.03,2021,12,4,1,-0.86
ORD-1642,2021-04-09,2021-04-16,First Class,Consumer,CUST-0037,Central,Furniture,Furnishings,7.0,0.5,189.39,-4.53,2021,4,2,7,-2.39
ORD-1643,2023-12-12,2023-12-15,First Class,Corporate,CUST-0106,East,Office Supplies,Fasteners,1.0,0.0,12.98,,2023,12,4,3,
ORD-1644,2021-01-20,2021-01-21,Standard Class,Corporate,CUST-0105,Central,Furniture,Furnishings,3.0,0.0,71.98,13.06,2021,1,1,1,18.14
ORD-1645,2023-07-02,2023-07-09,First Class,Home Office,CUST-0146,South,Office Supplies,Art,9.0,0.2,44.55,1.85,2023,7,3,7,4.15
ORD-1646,2021-04-26,2021-04-29,Second Class,Home Office,CUST-0144,East,Office Supplies,Fasteners,2.0,0.0,14.95,-5.44,2021,4,2,3,-36.39
ORD-1647,2022-02-19,2022-02-22,First Class,Consumer,CUST-0148,East,Office Supplies,Fasteners,10.0,0.2,40.5,8.43,2022,2,1,3,20.81
ORD-1648,2023-09-03,2023-09-09,Second Class,Consumer,CUST-0039,East,Furniture,Chairs,14.0,0.1,221.88,33.1,2023,9,3,6,14.92
ORD-1649,2021-06-10,2021-06-17,Standard Class,Corporate,CUST-0062,Central,Technology,Computers,11.0,0.5,499.01,-34.02,2021,6,2,7,-6.82
ORD-1650,2022-12-02,2022-12-05,Same Day,Consumer,CUST-0158,Central,Furniture,Furnishings,11.0,0.0,272.34,47.29,2022,12,4,3,17.36
ORD-1651,2021-02-14,2021-02-18,Second Class,Corporate,CUST-0070,Central,Office Supplies,Binders,11.0,0.2,52.32,10.14,2021,2,1,4,19.38
ORD-1652,2021-12-23,2021-12-24,First Class,Home Office,CUST-0082,Central,Office Supplies,Fasteners,8.0,0.1,49.66,7.76,2021,12,4,1,15.63
ORD-1653,2023-02-23,2023-02-25,Same Day,Home Office,CUST-0138,Central,Furniture,Furnishings,4.0,0.1,60.66,-1.61,2023,2,1,2,-2.65
ORD-1654,2021-10-20,2021-10-24,Standard Class,Home Office,CUST-0094,West,Office Supplies,Paper,8.0,0.0,23.58,2.89,2021,10,4,4,12.26
ORD-1655,2023-11-02,2023-11-05,Second Class,Home Office,CUST-0167,East,Furniture,Bookcases,4.0,0.3,115.98,3.97,2023,11,4,3,3.42
ORD-1656,2023-09-16,2023-09-22,Second Class,Consumer,CUST-0103,South,Technology,Phones,13.0,0.0,276.43,53.13,2023,9,3,6,19.22
ORD-1657,2023-03-16,2023-03-17,Second Class,Home Office,CUST-0198,East,Furniture,Chairs,5.0,0.0,186.69,31.57,2023,3,1,1,16.91
ORD-1658,2021-11-22,2021-11-25,Second Class,Consumer,CUST-0113,West,Technology,Accessories,13.0,0.0,421.08,74.41,2021,11,4,3,17.67
ORD-1659,2021-07-12,2021-07-15,Standard Class,Consumer,CUST-0101,South,Furniture,Chairs,6.0,0.0,148.95,21.16,2021,7,3,3,14.21
ORD-1660,2022-12-19,2022-12-26,Standard Class,Corporate,CUST-0153,Central,Furniture,Furnishings,11.0,0.0,354.16,61.96,2022,12,4,7,17.49
ORD-1661,2023-10-27,2023-10-31,First Class,Consumer,CUST-0167,West,Furniture,Tables,5.0,0.0,31.98,,2023,10,4,4,
ORD-1662,2021-05-29,2021-06-04,Same Day,Home Office,CUST-0131,South,Technology,Computers,14.0,0.0,396.29,,2021,5,2,6,
ORD-1663,2022-07-12,2022-07-13,Standard Class,Corporate,CUST-0128,East,Office Supplies,Paper,11.0,0.0,30.08,10.45,2022,7,3,1,34.74
ORD-1664,2023-09-22,2023-09-29,First Class,Corporate,CUST-0084,Central,Technology,Accessories,14.0,0.0,409.65,78.27,2023,9,3,7,19.11
ORD-1665,2021-12-29,2022-01-02,First Class,Consumer,CUST-0186,West,Technology,Phones,6.0,0.0,202.36,37.64,2021,12,4,4,18.6
ORD-1666,2022-03-10,2022-03-16,First Class,Corporate,CUST-0176,East,Furniture,Chairs,9.0,0.0,188.75,27.98,2022,3,1,6,14.82
ORD-1667,2021-10-29,2021-11-02,First Class,Corporate,CUST-0199,East,Furniture,Tables,10.0,0.0,320.02,62.39,2021,10,4,4,19.5
ORD-1668,2021-11-10,2021-11-11,First Class,Corporate,CUST-0003,Central,Furniture,Furnishings,7.0,0.1,144.87,11.3,2021,11,4,1,7.8
ORD-1669,2022-09-20,2022-09-24,Standard Class,Consumer,CUST-0088,Central,Furniture,Tables,10.0,0.0,125.1,20.98,2022,9,3,4,16.77
ORD-1670,2023-04-19,2023-04-25,Standard Class,Corporate,CUST-0130,East,Furniture,Furnishings,14.0,0.0,302.25,,2023,4,2,6,
ORD-1671,2022-01-31,2022-02-06,Same Day,Consumer,CUST-0188,Central,Furniture,Chairs,4.0,0.0,153.68,24.92,2022,1,1,6,16.22
ORD-1672,2022-10-26,2022-11-01,Standard Class,Corporate,CUST-0165,South,Technology,Phones,10.0,0.0,352.21,66.02,2022,10,4,6,18.74
ORD-1673,2023-07-28,2023-07-31,Second Class,Consumer,CUST-0094,Central,Furniture,Tables,,0.0,132.85,26.73,2023,7,3,3,20.12
ORD-1674,2022-01-20,2022-01-25,First Class,Corporate,CUST-0052,South,Technology,Computers,10.0,0.0,127.77,18.43,2022,1,1,5,14.42
ORD-1675,2022-08-08,2022-08-12,Standard Class,Home Office,CUST-0105,East,Technology,Computers,5.0,0.0,,16.6,2022,8,3,4,
ORD-1676,2022-10-08,2022-10-11,First Class,Consumer,CUST-0037,South,Furniture,Tables,14.0,0.0,332.33,51.75,2022,10,4,3,15.57
ORD-1677,2021-07-11,2021-07-13,Second Class,Consumer,CUST-0020,West,Office Supplies,Fasteners,6.0,0.4,23.27,-1.77,2021,7,3,2,-7.61
ORD-1678,2021-02-06,2021-02-10,Standard Class,Consumer,CUST-0042,West,Technology,Accessories,13.0,0.0,569.13,103.49,2021,2,1,4,18.18
ORD-1679,2022-03-17,2022-03-22,Same Day,Home Office,CUST-0151,Central,Office Supplies,Art,9.0,0.0,37.52,1.68,2022,3,1,5,4.48
ORD-1680,2023-10-30,2023-11-03,First Class,Consumer,CUST-0169,West,Office Supplies,Storage,13.0,0.0,36.96,4.16,2023,10,4,4,11.26
ORD-1681,2023-01-27,2023-02-03,Second Class,Corporate,CUST-0051,East,Furniture,Tables,8.0,0.3,150.42,2.86,2023,1,1,7,1.9
ORD-1682,2023-04-30,2023-05-02,First Class,Consumer,CUST-0132,West,Technology,Computers,10.0,0.0,283.55,45.64,2023,4,2,2,16.1
ORD-1683,2022-06-30,2022-07-04,Second Class,Corporate,CUST-0084,East,Technology,Copiers,14.0,0.2,458.15,42.46,2022,6,2,4,9.27
ORD-1684,2022-06-24,2022-07-01,Standard Class,Consumer,CUST-0142,West,Furniture,Chairs,,0.0,141.01,23.92,2022,6,2,7,16.96
ORD-1685,2021-05-03,2021-05-10,First Class,Consumer,CUST-0178,South,Technology,Computers,1.0,0.0,34.13,14.09,2021,5,2,7,41.28
ORD-1686,2023-11-10,2023-11-11,Standard Class,Consumer,CUST-0131,Central,Office Supplies,Fasteners,2.0,0.4,15.13,-2.83,2023,11,4,1,-18.7
ORD-1687,2023-05-12,2023-05-18,Same Day,Home Office,CUST-0176,East,Office Supplies,Art,6.0,0.4,20.32,-0.16,2023,5,2,6,-0.79
ORD-1688,2021-05-27,2021-06-03,Standard Class,Home Office,CUST-0082,South,Office Supplies,Labels,6.0,0.4,20.24,1.48,2021,5,2,7,7.31
ORD-1689,2023-05-28,2023-05-31,Same Day,Consumer,CUST-0090,East,Technology,Computers,10.0,0.0,319.31,47.65,2023,5,2,3,14.92
ORD-1690,2023-01-23,2023-01-29,Same Day,Corporate,CUST-0199,West,Furniture,Bookcases,13.0,0.3,151.56,8.56,2023,1,1,6,5.65
ORD-1691,2022-11-12,2022-11-16,Standard Class,Home Office,CUST-0156,West,Technology,Computers,7.0,0.0,137.55,30.46,2022,11,4,4,22.14
ORD-1692,2022-02-20,2022-02-26,Same Day,Corporate,CUST-0182,West,Technology,Phones,2.0,0.0,65.07,17.31,2022,2,1,6,26.6
ORD-1693,2021-11-26,2021-12-03,Second Class,Corporate,CUST-0140,West,Office Supplies,Art,4.0,0.4,25.28,-0.77,2021,11,4,7,-3.05
ORD-1694,2021-01-20,2021-01-27,Second Class,Consumer,CUST-0186,Central,Furniture,Furnishings,14.0,0.2,494.95,39.5,2021,1,1,7,7.98
ORD-1695,2021-01-19,2021-01-23,Standard Class,Consumer,CUST-0145,West,Technology,Computers,8.0,0.0,123.84,26.26,2021,1,1,4,21.2
ORD-1696,2021-10-18,2021-10-23,Same Day,Home Office,CUST-0102,East,Office Supplies,Paper,14.0,0.3,45.03,-4.28,2021,10,4,5,-9.5
ORD-1697,2021-08-01,2021-08-05,Same Day,Consumer,CUST-0076,South,Furniture,Furnishings,4.0,0.1,115.41,20.17,2021,8,3,4,17.48
ORD-1698,2021-04-16,2021-04-21,Standard Class,Home Office,CUST-0077,South,Technology,Copiers,7.0,0.4,132.95,-3.68,2021,4,2,5,-2.77
